taxonomy_version,centroid_index,parent_topic_slug,parent_topic_label,subtopic_slug,subtopic_label,description,support_count,support_quality,similarity_min,similarity_p05,similarity_p10,similarity_p25,similarity_median,similarity_mean,recommended_auto_threshold,source_project_law_ids
taxonomy_v2,50,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",regulacao_e_controlo_dos_precos_dos_combustiveis,Regulação e Controlo dos Preços dos Combustíveis,"Propostas para fixar preços de referência, combater especulação e reduzir os preços dos combustíveis como gasolina, gasóleo e GPL.",45,strong,0.762204,0.790504,0.812506,0.826791,0.860474,0.856373,0.8025,1041;1043;1053;1066;1077;1888;1897;200;202;2048;2053;2125;2255;2464;2594;2604;271;2727;2930;2939;2985;2986;3024;3066;3069;3495;3615;39;4178;4261;435;4388;507;5254;5305;5424;550;61;729;905;934;978;983;987;995
taxonomy_v2,51,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",regulacao_financeira_europeia_e_criptoativos,Regulação financeira europeia e criptoativos,"Propostas relacionadas com a transposição de diretivas europeias, regulação de criptoativos e resiliência operacional do setor financeiro.",26,strong,0.800289,0.817852,0.819918,0.843192,0.878842,0.87089,0.8099,100;101;102;1293;1874;1896;2573;2575;2892;2896;2917;313;3999;4523;468;4688;469;5128;5145;5193;5236;5258;5325;5509;5523;903
taxonomy_v2,52,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",supervisao_e_regulacao_do_sistema_financeiro,Supervisão e regulação do sistema financeiro,"Propostas que tratam da supervisão, transparência e regulação das instituições de crédito e do sistema financeiro em Portugal.",30,strong,0.691707,0.728896,0.759282,0.820032,0.854356,0.839671,0.7493,1032;1677;2105;3014;3108;3268;3927;4073;4076;4153;4202;4275;4305;4454;4557;4576;4577;4682;4937;5038;5044;5181;5194;5195;5212;5257;5260;5545;5579;585
taxonomy_v2,53,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",comunicacao_social_direitos_digitais_e_desinformacao,"Comunicação social, direitos digitais e desinformação","Propostas sobre comunicação social, liberdade de expressão online, direitos digitais, desinformação e sustentabilidade de órgãos de comunicação social.",4,low,0.77934,0.799507,0.819673,0.880173,0.927979,0.897998,0.8,1339;2025;3593;3773
taxonomy_v2,54,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",comunidades_portuguesas_no_estrangeiro_e_participacao_civica,Comunidades portuguesas no estrangeiro e participação cívica,"Propostas sobre serviços consulares, participação eleitoral, associativismo e representação cívica das comunidades portuguesas residentes no estrangeiro.",6,medium,0.778947,0.795282,0.811616,0.846292,0.874977,0.867793,0.8016,1182;1760;2560;2649;2893;4156
taxonomy_v2,55,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",cultura_patrimonio_e_direitos_autorais,"Cultura, património e direitos autorais","Propostas sobre preservação e valorização do património cultural, direitos de autor, direitos conexos e regulação do setor cultural, audiovisual e rádio.",87,strong,0.632474,0.700642,0.715124,0.750639,0.774266,0.773102,0.74,1002;1015;1140;1141;1146;1172;1197;1284;130;1363;1369;138;1383;14;1471;1473;148;1498;154;156;1562;1581;1609;1658;168;1705;1773;180;1818;188;1953;2026;203;2055;2147;2312;24;2462;2472;2816;2923;2924;2955;3030;3038;3198;3277;3295;342;359;3677;3689;3824;397;4244;4775;5;500;5036;5062;518;5230;5245;5321;5378;5403;5414;5489;5577;560;5602;5612;625;65;67;705;717;84;840;841;844;868;906;911;930;957;972
taxonomy_v2,56,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",direitos_do_consumidor_e_contratacao_de_bens_e_servicos,Direitos do consumidor e contratação de bens e serviços,"Propostas sobre direitos dos consumidores na compra e venda de bens, serviços e conteúdos digitais, incluindo regras gerais de contratação.",11,strong,0.778127,0.791424,0.804722,0.808732,0.835601,0.842689,0.7947,1067;2452;2786;2787;2819;2867;3022;3028;3247;5248;5340
taxonomy_v2,57,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",economia_social_cooperativas_e_setor_solidario,"Economia social, cooperativas e setor solidário","Propostas sobre economia social, cooperativas, mutualidades, fundações, misericórdias e entidades do setor social e solidário.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,5429
taxonomy_v2,58,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",gestao_publica_transparencia_e_avaliacao_de_entidades,"Gestão pública, transparência e avaliação de entidades","Propostas sobre avaliação, transparência, racionalização e informação pública relativa a entidades, observatórios e recursos humanos da administração pública.",2,low,0.888685,0.888685,0.888685,0.888685,0.888685,0.888685,0.82,2817;5364
taxonomy_v2,59,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",participacao_cidada_e_iniciativa_legislativa,Participação cidadã e iniciativa legislativa,"Propostas sobre mecanismos de participação cívica, iniciativa legislativa de cidadãos e aprofundamento da participação democrática.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,5477
taxonomy_v2,60,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",reformas_e_funcionamento_dos_tribunais_administrativos,Reformas e funcionamento dos tribunais administrativos,"Propostas relacionadas com a organização, funcionamento e reformas dos tribunais administrativos e fiscais, incluindo celeridade processual e recrutamento de magistrados.",53,strong,0.740693,0.769006,0.775929,0.793899,0.811964,0.824069,0.7659,1028;1102;1249;1297;1463;1496;1667;1690;1692;1693;2136;2470;2476;2498;2500;2540;2729;2869;2932;2990;3078;310;319;3522;4294;4295;4300;4370;464;466;4701;4912;4950;5046;5052;5066;5146;5253;5274;5323;5326;5337;5353;5355;5358;5397;5398;5417;5578;666;75;767;878
taxonomy_v2,61,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",regulacao_e_supervisao_do_conselho_de_ministros,Regulação e supervisão do Conselho de Ministros,"Propostas relacionadas com atos legislativos da Presidência do Conselho de Ministros, incluindo regulação de serviços digitais, cibersegurança e entidades reguladoras.",32,strong,0.69579,0.76547,0.783015,0.817114,0.850022,0.840378,0.773,1049;1105;1296;1301;1871;1894;2880;2918;3046;308;311;320;3428;4460;4767;5051;5072;5121;5143;5215;5220;5262;5288;5292;5317;5328;5412;5421;5422;594;899;95
taxonomy_v2,62,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",regulacao_e_transparencia_de_cargos_politicos_e_altos_cargos_publicos,Regulação e transparência de cargos políticos e altos cargos públicos,"Propostas que tratam de impedimentos, incompatibilidades, transparência e exercício de funções por titulares de cargos políticos e altos cargos públicos.",71,strong,0.699457,0.748491,0.765869,0.790854,0.841439,0.830639,0.7559,1078;1080;1219;1279;1283;1423;1484;1489;162;163;1706;171;1820;2138;2213;2396;2404;2440;2484;2572;2599;2725;2747;2748;2750;2820;2824;2907;2913;2921;2978;3015;3089;3374;3421;3437;3451;3603;362;3782;3784;3846;3975;4214;4392;4561;4581;5155;5160;5180;5188;5190;5192;5197;5269;5280;5284;5296;5330;5336;5354;5434;5439;5440;5458;5561;5574;5582;751;950;963
taxonomy_v2,63,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",servicos_publicos_comunicacoes_e_servico_postal_universal,"Serviços públicos, comunicações e serviço postal universal","Propostas sobre comunicações eletrónicas, CTT, serviço postal universal, privatizações e salvaguarda de serviços públicos estratégicos.",10,strong,0.785131,0.791162,0.797193,0.811888,0.839101,0.84065,0.7872,2890;3723;3925;4495;5168;5204;5272;5370;5524;5576
taxonomy_v2,64,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",simplificacao_administrativa_licenciamentos_e_obrigacoes_formais,"Simplificação administrativa, licenciamentos e obrigações formais","Propostas sobre simplificação de licenciamentos, comunicações prévias, obrigações formais e regimes administrativos aplicáveis a atividades económicas ou serviços.",3,low,0.882422,0.884055,0.885688,0.890588,0.898753,0.894054,0.8,2106;2433;2434
taxonomy_v2,65,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",valorizacao_e_condicoes_dos_funcionarios_judiciais,Valorização e condições dos funcionários judiciais,"Iniciativas que recomendam revisão do estatuto, valorização salarial e melhoria das condições de trabalho para oficiais e funcionários de justiça.",27,strong,0.76676,0.793846,0.810253,0.866722,0.891686,0.879322,0.8003,1103;1121;1180;1229;1266;1272;1327;1525;1574;1747;1843;1918;1993;2504;2513;2600;2849;2951;3094;3104;3140;45;4552;5048;700;824;929
taxonomy_v2,66,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",credito_a_habitacao_e_taxas_de_juro,Crédito à habitação e taxas de juro,Propostas relacionadas com medidas de apoio e proteção dos particulares face ao aumento das taxas de juro nos contratos de crédito para aquisição de habitação própria.,77,strong,0.684309,0.759422,0.771634,0.815579,0.849778,0.845325,0.7616,10;1051;1194;1210;1278;1318;1334;1384;1472;1791;1836;2019;2083;2085;2086;2108;2121;2139;2141;2145;2187;2208;2226;2233;2356;2467;2475;2517;2520;2528;2555;2641;2643;2789;2809;2813;2851;2852;2895;2950;2954;2962;3025;3041;3051;3053;3054;3057;3105;3110;3123;3279;4100;4499;5184;5210;5218;5222;5226;5273;5290;5303;5308;5319;5399;5442;5469;5472;5473;5475;5563;5564;5586;5590;776;790;875
taxonomy_v2,67,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",medidas_fiscais_para_habitacao_propria,Medidas fiscais para habitação própria,"Propostas que tratam de impostos municipais sobre habitação própria, incluindo IMI e IMT, e incentivos para jovens e famílias.",64,strong,0.707653,0.803922,0.815458,0.834228,0.870662,0.862461,0.8055,1069;1100;1211;1247;1292;1324;1412;1610;1616;1626;1632;1635;1795;1799;2072;2098;2120;2129;218;2194;2229;2235;2236;2389;2425;2466;2494;2509;2518;2523;273;2788;2812;3035;3052;3064;3084;3092;3099;3114;3119;3120;3145;3605;3637;4824;4888;5107;5229;5593;5594;5595;5596;5597;5610;581;600;609;750;83;874;881;883;98
taxonomy_v2,68,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",mobilizacao_de_patrimonio_publico_para_habitacao,Mobilização de património público para habitação,Propostas que recomendam a utilização de imóveis públicos devolutos para fins habitacionais e combate à especulação imobiliária.,32,strong,0.764113,0.827025,0.844968,0.870461,0.901875,0.888807,0.835,1005;1040;106;1124;1125;1152;150;152;1863;1947;1981;1992;2197;2252;2320;2322;2343;334;338;366;4068;4248;480;50;544;566;704;731;774;855;949;998
taxonomy_v2,69,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",regulacao_do_uso_do_solo_e_ordenamento_territorial_urbano,Regulação do uso do solo e ordenamento territorial urbano,"Propostas que tratam da simplificação, alteração e atualização do regime jurídico da urbanização, edificação, licenciamento e reconversão urbanística de áreas e imóveis.",36,strong,0.733984,0.759095,0.769122,0.795705,0.845068,0.835236,0.7591,1060;1294;1449;1786;1907;2054;2075;2092;2130;2393;2395;2657;2908;2979;3080;3141;3143;3342;3732;4115;4569;4683;49;5034;5120;5122;5162;5198;5206;5300;5360;5392;5452;85;902;953
taxonomy_v2,70,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",regulacao_e_limitacao_de_rendas_de_arrendamento,Regulação e limitação de rendas de arrendamento,"Propostas que visam limitar aumentos de renda, regular contratos de arrendamento e proteger arrendatários.",74,strong,0.755965,0.788965,0.810275,0.840936,0.871385,0.868736,0.8003,1025;1046;1084;1089;1213;1215;1218;1226;1232;1241;1406;1408;1446;1448;1627;1642;1901;1909;2087;210;2144;2153;2209;2227;2406;2407;2408;242;2460;2507;2529;2566;2597;2768;2790;2830;2848;2860;2861;2987;300;3006;3029;3116;3251;3322;3343;3491;3884;3932;4051;411;436;441;457;4825;5114;5129;5178;5186;5335;5344;5345;5347;5368;5455;5498;5506;5540;5560;643;764;839;858
taxonomy_v2,71,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",alteracoes_ao_codigo_de_processo_penal_e_medidas_penais,Alterações ao Código de Processo Penal e medidas penais,"Propostas que visam alterar o Código de Processo Penal para melhorar celeridade, assistência ao arguido, combate à corrupção e outras medidas penais.",43,strong,0.735402,0.780888,0.804271,0.819533,0.84077,0.840482,0.7943,1016;1453;1879;1887;2126;2207;2224;2485;2506;2588;2740;2746;2771;2875;2876;2915;2926;3075;3438;3440;3441;3709;4160;4162;4315;4514;4560;472;4829;5170;5182;5302;5309;5402;5411;5447;5542;5554;637;64;768;772;904
taxonomy_v2,72,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",apoio_a_vitimas_de_acidentes_e_desaparecimentos,Apoio a vítimas de acidentes e desaparecimentos,"Propostas sobre indemnizações, prestações sociais, desaparecimentos e apoio a vítimas ou familiares após acidentes e sinistros graves.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,5156
taxonomy_v2,73,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",armas_municoes_e_dispositivos_de_airsoft,"Armas, munições e dispositivos de airsoft","Propostas sobre regime jurídico das armas, munições, entrega voluntária de armas, cofres de segurança e dispositivos de airsoft.",4,low,0.874481,0.878368,0.882254,0.893912,0.918809,0.913787,0.8,2182;3857;4083;4871
taxonomy_v2,74,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",combate_a_violencia_domestica_e_discriminacao,Combate à violência doméstica e discriminação,"Propostas relacionadas com a prevenção e combate à violência doméstica, violência sexual baseada em imagens e discriminação contra mulheres e crianças.",66,strong,0.642924,0.719578,0.744166,0.781119,0.820439,0.811405,0.74,103;1061;108;1108;1138;1149;12;1338;1341;1375;1387;1528;1537;1539;1544;1554;1572;1582;1651;1758;1845;1937;1956;1974;1987;1988;1989;1998;2008;2009;2024;2293;230;2329;2351;2546;2583;2683;2684;2685;282;2847;2891;3194;341;38;4000;4177;42;4384;4496;506;5174;5381;5388;664;71;723;757;787;853;859;932;936;962;999
taxonomy_v2,75,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",combate_ao_terrorismo_e_criminalidade_organizada,Combate ao terrorismo e criminalidade organizada,"Propostas relacionadas com investigação, repressão e prevenção de crimes graves, especialmente terrorismo e criminalidade organizada, incluindo troca de informações e registo criminal.",40,strong,0.703167,0.713339,0.750111,0.777925,0.805359,0.80334,0.7401,104;1098;1101;1869;1882;1991;2175;2222;2337;2435;2584;2601;2795;2888;2900;2916;2996;302;3626;3631;3954;4152;4316;453;5126;5131;5132;5133;5134;5148;5250;5251;5507;5513;5514;5516;5519;5584;584;679
taxonomy_v2,76,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",crimes_sexuais_e_protecao_das_vitimas,Crimes sexuais e proteção das vítimas,"Propostas que tratam da tipificação, punição e proteção das vítimas em crimes sexuais, incluindo alterações ao código penal.",57,strong,0.671825,0.767758,0.796225,0.833746,0.88285,0.870828,0.7862,1007;1026;1682;1986;2007;2051;2068;2338;2378;2385;2392;2443;2457;2478;2488;2497;2502;2503;2526;2535;2536;2539;2564;2732;2821;2835;286;3011;3012;3039;3142;3159;3283;3483;3924;3944;4141;4200;4411;4777;5016;5112;5149;5150;5268;5304;5307;5528;5530;5531;5538;586;62;66;76;849;884
taxonomy_v2,77,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",protecao_e_apoio_a_vitimas_de_violencia_domestica,Proteção e apoio a vítimas de violência doméstica,"Iniciativas legislativas que reforçam medidas de proteção, apoio e direitos das vítimas de violência doméstica, incluindo crianças e outras vítimas vulneráveis.",74,strong,0.712067,0.748206,0.767368,0.813112,0.853098,0.850632,0.7574,1033;1034;1262;1263;1267;1405;1456;1465;1470;1648;1659;1661;1804;204;2044;2152;2180;226;2386;2426;2510;2527;2533;2538;2691;2700;2708;2738;2739;2741;2843;2999;3058;3086;3093;3122;3433;418;423;4298;446;4550;4558;4572;5110;5127;5138;5141;5157;5271;5277;5281;5331;5377;5400;5441;5529;5532;567;58;582;589;590;591;593;603;611;621;631;658;762;763;90;907
taxonomy_v2,78,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",seguranca_e_comunicacoes_em_estabelecimentos_prisionais,Segurança e comunicações em estabelecimentos prisionais,"Propostas sobre segurança prisional, utilização de telemóveis, inibidores de sinal e comunicações em estabelecimentos prisionais.",3,low,0.926439,0.929966,0.933493,0.944075,0.961712,0.951101,0.8,1192;1193;1374
taxonomy_v2,79,nacionalidade_migracao_e_asilo,"Nacionalidade, Migração e Asilo",nacionalidade_residencia_e_direitos_dos_estrangeiros,"Nacionalidade, residência e direitos dos estrangeiros","Propostas sobre nacionalidade, vistos, asilo, autorização de residência e direitos de cidadãos estrangeiros em Portugal.",108,strong,0.639993,0.707303,0.733938,0.783197,0.822301,0.818126,0.74,1;1045;1047;1059;1074;1093;1139;1187;1237;1242;1290;1348;137;1385;1413;1445;1447;1475;1482;1545;1585;1650;1652;1653;1712;1831;185;1856;1890;1891;1905;2014;2015;2021;2043;206;2063;213;2155;2216;2241;2248;235;2368;237;2371;2372;2384;2410;2469;2537;2542;2688;2731;2759;2761;2910;2912;2922;2925;2931;2982;2992;3001;3003;3021;303;3111;316;3323;3463;3531;3955;3991;4154;4161;417;4279;4287;4584;4662;467;515;5223;5255;5341;5390;5395;5396;5413;5444;5446;5494;5510;5518;5565;5572;575;616;669;745;860;862;869;897;915;92;943
taxonomy_v2,80,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,assuntos_europeus_e_escrutinio_parlamentar,Assuntos europeus e escrutínio parlamentar,"Propostas sobre acompanhamento parlamentar da participação portuguesa na União Europeia, transposição de diretivas, posições em Conselhos Europeus e escrutínio de assuntos europeus.",5,medium,0.858675,0.865714,0.872754,0.893872,0.899935,0.896701,0.86,2100;2154;2439;2486;3136
taxonomy_v2,81,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,posicoes_e_recomendacoes_sobre_crises_internacionais_e_direitos_humanos,Posições e recomendações sobre crises internacionais e direitos humanos,"Projetos de resolução que recomendam ações governamentais relativas a situações internacionais, com foco em direitos humanos e comunidades portuguesas no exterior.",69,strong,0.599031,0.653842,0.694272,0.752304,0.795442,0.789584,0.74,1123;1133;1144;1156;1166;1177;134;1372;1373;1381;1400;1404;144;151;153;1557;166;170;1729;1751;1778;1934;1949;1955;2080;2110;2112;2281;2292;2295;2438;2480;2481;2608;2647;2666;2762;2810;2946;3034;3660;372;378;4776;505;519;5231;533;537;5541;639;642;706;708;715;716;804;813;815;828;829;830;845;951;952;960;965;976;980
taxonomy_v2,82,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,reconhecimento_do_estado_da_palestina_e_apoio_a_paz_no_medio_oriente,Reconhecimento do Estado da Palestina e apoio à paz no Médio Oriente,Propostas que recomendam o reconhecimento do Estado da Palestina e o apoio a soluções pacíficas para o conflito israelo-palestiniano.,34,strong,0.774165,0.826147,0.841391,0.878709,0.912316,0.904712,0.8314,107;1120;1176;1190;1204;1206;1317;1510;1571;1599;1604;1743;1752;1770;1828;1854;1859;1884;19;2196;2211;25;2559;2569;2589;2885;2898;3701;688;696;702;913;917;927
taxonomy_v2,83,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência","Propostas sobre acessibilidade, certificação de incapacidade, atestados multiuso, prestações sociais e reforço dos direitos das pessoas com deficiência.",93,strong,0.707392,0.742399,0.764127,0.792049,0.828853,0.822354,0.7541,1178;1191;1271;1388;1399;1433;1459;1579;158;1660;1754;1756;1849;1850;1864;1865;1965;1973;2131;2132;2140;2156;2177;2178;2181;223;233;2334;240;241;2430;2445;2456;2477;2532;254;2554;2782;284;2862;2865;2871;2909;295;3009;3060;3061;3068;3070;3106;3109;3121;3126;3229;329;3472;3566;3719;3923;409;4271;4386;4393;4501;4578;4926;496;497;508;5171;5394;5450;552;607;608;655;677;7;711;719;721;738;74;746;747;749;759;77;803;866;887;888;947
taxonomy_v2,84,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acesso_e_gestao_de_medicamentos_e_farmacias,Acesso e gestão de medicamentos e farmácias,"Propostas relacionadas com o acesso, distribuição, crise de abastecimento e regulamentação de medicamentos e farmácias em Portugal.",30,strong,0.737939,0.773264,0.778841,0.815968,0.858667,0.844082,0.7688,117;1303;1320;1839;1844;1995;2001;2004;2006;2038;2279;2379;2496;2524;3823;383;3956;3967;484;4948;5086;528;5405;5428;5456;549;5490;718;784;836
taxonomy_v2,85,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",bioetica_ensaios_clinicos_e_morte_medicamente_assistida,"Bioética, ensaios clínicos e morte medicamente assistida","Propostas sobre morte medicamente assistida, ensaios clínicos e regimes de decisão clínica com implicações bioéticas.",18,strong,0.716019,0.769254,0.785118,0.82603,0.867255,0.851889,0.7751,105;1097;1106;1501;2297;2298;2578;2637;2660;4478;4513;4928;5151;5259;5314;5387;5427;99
taxonomy_v2,86,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",comportamentos_aditivos_jogo_e_substancias_controladas,"Comportamentos aditivos, jogo e substâncias controladas","Propostas sobre jogo, apostas, publicidade associada, jogo patológico e regulação de substâncias controladas ou psicoativas.",30,strong,0.742957,0.744385,0.752134,0.787173,0.820309,0.810794,0.7421,1022;1291;1817;2084;2159;2191;228;229;2568;2927;3031;3125;3131;3527;399;400;4253;4313;5083;5207;5464;5546;5615;588;598;599;740;81;89;96
taxonomy_v2,87,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",condicoes_laborais_e_valorizacao_da_carreira_de_enfermagem,Condições laborais e valorização da carreira de enfermagem,"Propostas que tratam do reconhecimento do desgaste rápido, regimes laborais específicos e valorização salarial para enfermeiros.",56,strong,0.731882,0.774373,0.791571,0.818418,0.851461,0.844793,0.7816,1119;1222;1325;1370;1377;1419;1421;1477;1480;1583;1587;1625;1702;1764;1809;1810;1842;187;1876;1957;1970;2073;2317;2324;2326;2414;2415;2474;251;2521;2579;2655;2674;2899;3008;3085;3132;332;333;352;3634;3693;386;486;5609;574;683;685;697;755;792;835;941;945;948;982
taxonomy_v2,88,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",contribuicoes_e_beneficios_dos_subsistemas_de_saude_para_militares,Contribuições e benefícios dos subsistemas de saúde para militares,Propostas que tratam da redução e regulação das contribuições para subsistemas de saúde específicos dos militares e beneficiários das forças armadas.,24,strong,0.765032,0.784098,0.786524,0.831292,0.862234,0.855003,0.7765,1281;1282;1389;1457;1490;1824;1825;1827;2041;2047;2403;246;2512;261;264;2838;3087;385;4369;52;5482;5603;570;761
taxonomy_v2,89,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",cuidados_continuados_integrados,Cuidados continuados integrados,Propostas que visam o reforço e expansão da Rede Nacional de Cuidados Continuados Integrados e melhoria das respostas sociais associadas.,25,strong,0.774402,0.85987,0.865864,0.869229,0.879779,0.878987,0.8559,1000;1185;1186;1189;1202;1591;1767;1852;191;2030;2724;2970;350;521;538;55;57;798;816;819;847;969;989;992;994
taxonomy_v2,90,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",desporto_atividade_fisica_e_saude_publica,"Desporto, atividade física e saúde pública","Propostas sobre prática desportiva, retoma de competições, atividade física e impactos de saúde pública no desporto.",1,low,1.0,1.0,1.0,1.0,1.0,1.0,0.82,3646
taxonomy_v2,91,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",direitos_e_protecao_na_gravidez_e_parto,Direitos e proteção na gravidez e parto,"Propostas focadas na proteção dos direitos das mulheres grávidas, prevenção da violência obstétrica e humanização dos cuidados no parto.",38,strong,0.81174,0.830411,0.836034,0.854985,0.885255,0.878915,0.826,1024;1027;1029;1062;1147;1148;1184;1268;1270;1344;1362;1444;1478;1584;1620;1634;1656;1698;1700;1806;1853;2267;2703;2704;3526;4567;4878;502;5064;5154;5592;580;686;698;703;796;876;924
taxonomy_v2,92,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",doencas_cronicas_e_comparticipacao_de_tratamentos,Doenças crónicas e comparticipação de tratamentos,"Propostas que tratam da diabetes, doença de Crohn, epidermólise bolhosa e regimes de comparticipação para medicamentos e dispositivos médicos.",60,strong,0.751987,0.779128,0.79212,0.80788,0.826227,0.82451,0.7821,1001;1003;115;1300;1302;1418;1425;145;1500;1502;1504;155;1619;1929;2012;2023;2269;2305;2311;2349;2352;250;2718;2857;2963;3137;3201;3208;3221;3363;339;3402;3614;3648;367;3690;3895;3960;415;4676;471;474;475;499;5056;63;773;805;806;820;826;846;848;854;856;9;922;967;973;993
taxonomy_v2,93,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",doencas_femininas_e_dadiva_de_sangue,Doenças femininas e dádiva de sangue,"Propostas relacionadas com a endometriose, adenomioma, saúde menstrual e incentivos à dádiva voluntária de sangue.",28,strong,0.781265,0.785794,0.807987,0.842487,0.868286,0.854522,0.798,1167;1217;1552;189;1958;1968;2291;2323;2325;2631;2652;2658;2659;275;2825;31;3161;357;3629;3645;438;47;542;557;811;838;843;893
taxonomy_v2,94,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),"Iniciativas sobre modelos de gestão, financiamento, infraestruturas, cuidados primários, hospitais, parcerias e reforço do SNS para melhorar a prestação de cuidados de saúde.",117,strong,0.733817,0.795634,0.810218,0.835323,0.85088,0.848094,0.8002,110;1107;1110;1113;1122;1126;1127;1132;114;1153;1169;1179;1305;1307;1308;1312;1314;1315;1321;1396;1509;1513;1576;1595;1597;1607;1701;1737;175;1750;1765;1775;1811;1847;1848;1855;1877;1881;1883;1889;1916;1932;1939;1940;1942;1943;1966;1975;1980;1983;1994;2000;2032;2034;2067;2203;2251;2273;2280;2294;2318;2327;2331;2366;2622;2623;2630;2673;2679;2715;2719;2763;2897;2947;2972;3007;3148;3156;3230;3232;3250;328;335;351;3521;3525;3532;3583;3636;3647;370;3861;3865;3867;3873;4250;4251;4259;4448;4463;4820;5208;5537;649;684;693;699;775;781;783;788;793;802;821;833;920;956
taxonomy_v2,95,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",isencao_e_eliminacao_de_taxas_moderadoras_no_sns,Isenção e eliminação de taxas moderadoras no SNS,"Propostas legislativas focadas na eliminação ou isenção do pagamento de taxas moderadoras para acesso a cuidados de saúde no Serviço Nacional de Saúde, incluindo transporte de doentes.",18,strong,0.844858,0.845796,0.847139,0.850842,0.861133,0.874464,0.8371,1474;2157;2161;243;2450;2543;2828;2879;4511;5235;5242;5316;5372;5457;5487;5495;5547;5607
