taxonomy_version,ProjectLawId,ParliamentDocumentContentId,Legislature,parent_topic_slug,parent_topic_label,subtopic_slug,subtopic_label,assignment_method,assignment_status,assignment_confidence,cluster_id,cluster_probability,is_seed_assignment
taxonomy_v2,707,4552,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,ensino_da_lingua_portuguesa_e_manuais_escolares,Ensino da língua portuguesa e manuais escolares,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5681412623788431,17,0.5681412623788431,True
taxonomy_v2,708,708,XVII,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,posicoes_e_recomendacoes_sobre_crises_internacionais_e_direitos_humanos,Posições e recomendações sobre crises internacionais e direitos humanos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,3,1.0,True
taxonomy_v2,709,709,XVII,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",valorizacao_e_direitos_dos_bombeiros_e_sapadores,Valorização e direitos dos bombeiros e sapadores,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4393976470578041,5,0.4393976470578041,True
taxonomy_v2,710,710,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,carreira_e_progressao_dos_docentes,Carreira e progressão dos docentes,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4615392586406912,21,0.4615392586406912,True
taxonomy_v2,711,711,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7992311492465399,12,0.7992311492465399,True
taxonomy_v2,712,4425,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,carreiras_e_valorizacao_dos_assistentes_escolares,Carreiras e valorização dos assistentes escolares,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,20,1.0,True
taxonomy_v2,713,713,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,educacao_inclusiva_e_apoio_a_alunos_com_necessidades_especiais,Educação inclusiva e apoio a alunos com necessidades especiais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.6402059925085041,29,0.6402059925085041,True
taxonomy_v2,714,714,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",apoio_a_agricultores_e_recuperacao_pos_tempestades,Apoio a Agricultores e Recuperação Pós-Tempestades,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.3584696349179513,70,0.3584696349179513,True
taxonomy_v2,715,4429,XVII,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,posicoes_e_recomendacoes_sobre_crises_internacionais_e_direitos_humanos,Posições e recomendações sobre crises internacionais e direitos humanos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.45732580678869117,3,0.45732580678869117,True
taxonomy_v2,716,4439,XVII,politica_externa_e_relacoes_internacionais,Política Externa e Relações Internacionais,posicoes_e_recomendacoes_sobre_crises_internacionais_e_direitos_humanos,Posições e recomendações sobre crises internacionais e direitos humanos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.45732580678869117,3,0.45732580678869117,True
taxonomy_v2,717,4636,XVII,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",cultura_patrimonio_e_direitos_autorais,"Cultura, património e direitos autorais",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,81,1.0,True
taxonomy_v2,718,4232,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acesso_e_gestao_de_medicamentos_e_farmacias,Acesso e gestão de medicamentos e farmácias,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7276248614552727,27,0.7276248614552727,True
taxonomy_v2,719,4243,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,12,1.0,True
taxonomy_v2,720,4245,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",rastreio_e_tratamento_do_cancro,Rastreio e tratamento do cancro,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,9,1.0,True
taxonomy_v2,721,4447,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,12,1.0,True
taxonomy_v2,722,722,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",medidas_de_apoio_e_mitigacao_de_incendios_florestais_e_fenomenos_naturais,Medidas de Apoio e Mitigação de Incêndios Florestais e Fenómenos Naturais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7316361278434521,57,0.7316361278434521,True
taxonomy_v2,723,4478,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",combate_a_violencia_domestica_e_discriminacao,Combate à violência doméstica e discriminação,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.29635618431372396,23,0.29635618431372396,True
taxonomy_v2,724,724,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",reforco_e_expansao_dos_cuidados_paliativos,Reforço e expansão dos cuidados paliativos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.04444460537909566,7,0.04444460537909566,True
taxonomy_v2,725,725,XVII,administracao_territorial_e_organizacao_local,Administração Territorial e Organização Local,elevacao_de_povoacoes_a_categoria_de_vila,Elevação de povoações à categoria de vila,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4086219012826192,0,0.4086219012826192,True
taxonomy_v2,726,4576,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,76,1.0,True
taxonomy_v2,727,4274,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,76,1.0,True
taxonomy_v2,728,4578,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,76,1.0,True
taxonomy_v2,729,729,XVII,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",regulacao_e_controlo_dos_precos_dos_combustiveis,Regulação e Controlo dos Preços dos Combustíveis,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7677177947610369,67,0.7677177947610369,True
taxonomy_v2,730,730,XVII,administracao_territorial_e_organizacao_local,Administração Territorial e Organização Local,elevacao_de_povoacoes_a_categoria_de_vila,Elevação de povoações à categoria de vila,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,0,1.0,True
taxonomy_v2,731,4356,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",mobilizacao_de_patrimonio_publico_para_habitacao,Mobilização de património público para habitação,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4284364397652824,101,0.4284364397652824,True
taxonomy_v2,732,4273,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público",noise_microcluster_manual_reviewed,manual_reviewed_assigned,0.7913945913314819,-1,0.0,True
taxonomy_v2,733,733,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,educacao_inclusiva_e_apoio_a_alunos_com_necessidades_especiais,Educação inclusiva e apoio a alunos com necessidades especiais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.8844004321655051,29,0.8844004321655051,True
taxonomy_v2,734,734,XVII,administracao_territorial_e_organizacao_local,Administração Territorial e Organização Local,elevacao_de_povoacoes_a_categoria_de_vila,Elevação de povoações à categoria de vila,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5342977794037775,0,0.5342977794037775,True
taxonomy_v2,735,4655,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",politicas_para_pessoas_idosas,Políticas para pessoas idosas,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,11,1.0,True
taxonomy_v2,736,736,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",medidas_de_apoio_e_mitigacao_de_incendios_florestais_e_fenomenos_naturais,Medidas de Apoio e Mitigação de Incêndios Florestais e Fenómenos Naturais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,57,1.0,True
taxonomy_v2,737,737,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",licenca_parental_e_direitos_de_maternidade_paternidade,Licença parental e direitos de maternidade/paternidade,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4234611769764439,38,0.4234611769764439,True
taxonomy_v2,738,4381,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",noise_microcluster_manual_reviewed,manual_reviewed_assigned,0.7779545783996582,-1,0.0,True
taxonomy_v2,739,4486,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,inclusao_de_estudantes_com_necessidades_educativas_especificas_no_ensino_superior,Inclusão de estudantes com necessidades educativas específicas no ensino superior,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,39,1.0,True
taxonomy_v2,740,4663,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",comportamentos_aditivos_jogo_e_substancias_controladas,"Comportamentos aditivos, jogo e substâncias controladas",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,50,1.0,True
taxonomy_v2,741,4384,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,carreira_e_progressao_dos_docentes,Carreira e progressão dos docentes,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,21,1.0,True
taxonomy_v2,742,4366,XVII,transportes_e_mobilidade,Transportes e Mobilidade,regulacao_do_transporte_individual_remunerado_tvde,Regulação do transporte individual remunerado (TVDE),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,51,1.0,True
taxonomy_v2,743,4492,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,identidade_e_expressao_de_genero_no_contexto_escolar,Identidade e expressão de género no contexto escolar,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,19,1.0,True
taxonomy_v2,744,744,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,regime_juridico_e_gestao_das_instituicoes_de_ensino_superior,Regime jurídico e gestão das instituições de ensino superior,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,47,1.0,True
taxonomy_v2,745,4383,XVII,nacionalidade_migracao_e_asilo,"Nacionalidade, Migração e Asilo",nacionalidade_residencia_e_direitos_dos_estrangeiros,"Nacionalidade, residência e direitos dos estrangeiros",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.20155932018643247,25,0.20155932018643247,True
taxonomy_v2,746,4589,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",noise_centroid_auto_assignment,auto_assigned,0.8572967648506165,-1,0.0,True
taxonomy_v2,747,4662,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",noise_centroid_auto_assignment,auto_assigned,0.849261999130249,-1,0.0,True
taxonomy_v2,748,748,XVII,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",deducoes_fiscais_para_dependentes_no_irs,Deduções fiscais para dependentes no IRS,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,94,1.0,True
taxonomy_v2,749,749,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7451325802517093,80,0.7451325802517093,True
taxonomy_v2,750,750,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",medidas_fiscais_para_habitacao_propria,Medidas fiscais para habitação própria,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,97,1.0,True
taxonomy_v2,751,751,XVII,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",regulacao_e_transparencia_de_cargos_politicos_e_altos_cargos_publicos,Regulação e transparência de cargos políticos e altos cargos públicos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.4801557197929339,84,0.4801557197929339,True
taxonomy_v2,752,752,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",politicas_para_pessoas_idosas,Políticas para pessoas idosas,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,11,1.0,True
taxonomy_v2,753,753,XVII,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",suplementos_e_regime_de_pensoes_para_forcas_de_seguranca,Suplementos e regime de pensões para forças de segurança,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.6518219947101428,77,0.6518219947101428,True
taxonomy_v2,754,754,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",valorizacao_e_condicoes_dos_profissionais_de_saude_no_sns,Valorização e condições dos profissionais de saúde no SNS,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.6241263338410599,37,0.6241263338410599,True
taxonomy_v2,755,755,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",condicoes_laborais_e_valorizacao_da_carreira_de_enfermagem,Condições laborais e valorização da carreira de enfermagem,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,30,1.0,True
taxonomy_v2,756,4494,XVII,trabalho_direitos_laborais_e_recursos_humanos,"Trabalho, Direitos Laborais e Recursos Humanos",suplementos_e_regime_de_pensoes_para_forcas_de_seguranca,Suplementos e regime de pensões para forças de segurança,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,77,1.0,True
taxonomy_v2,757,4489,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",combate_a_violencia_domestica_e_discriminacao,Combate à violência doméstica e discriminação,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.15763959888093274,23,0.15763959888093274,True
taxonomy_v2,758,758,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,gratuidade_e_limitacao_de_propinas_no_ensino_superior,Gratuidade e Limitação de Propinas no Ensino Superior,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,64,1.0,True
taxonomy_v2,759,759,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acessibilidade_certificacao_e_direitos_das_pessoas_com_deficiencia,"Acessibilidade, certificação e direitos das pessoas com deficiência",hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,80,1.0,True
taxonomy_v2,760,760,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",medidas_de_apoio_e_mitigacao_de_incendios_florestais_e_fenomenos_naturais,Medidas de Apoio e Mitigação de Incêndios Florestais e Fenómenos Naturais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7931817256776277,57,0.7931817256776277,True
taxonomy_v2,761,4497,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",contribuicoes_e_beneficios_dos_subsistemas_de_saude_para_militares,Contribuições e benefícios dos subsistemas de saúde para militares,noise_near_threshold_user_accepted,manual_reviewed_assigned,0.7436438202857971,-1,0.0,True
taxonomy_v2,762,762,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",protecao_e_apoio_a_vitimas_de_violencia_domestica,Proteção e apoio a vítimas de violência doméstica,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.8473289399420018,33,0.8473289399420018,True
taxonomy_v2,763,763,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",protecao_e_apoio_a_vitimas_de_violencia_domestica,Proteção e apoio a vítimas de violência doméstica,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7742082297528502,33,0.7742082297528502,True
taxonomy_v2,764,764,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",regulacao_e_limitacao_de_rendas_de_arrendamento,Regulação e limitação de rendas de arrendamento,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,100,1.0,True
taxonomy_v2,765,765,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,apoio_social_e_alojamento_para_estudantes_do_ensino_superior,Apoio Social e Alojamento para Estudantes do Ensino Superior,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7979721856031826,65,0.7979721856031826,True
taxonomy_v2,766,766,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,rede_publica_de_creches_e_educacao_infantil,Rede pública de creches e educação infantil,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.15681288747472205,13,0.15681288747472205,True
taxonomy_v2,767,4496,XVII,governanca_justica_e_administracao_publica,"Governança, Justiça e Administração Pública",reformas_e_funcionamento_dos_tribunais_administrativos,Reformas e funcionamento dos tribunais administrativos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.43903716532019676,83,0.43903716532019676,True
taxonomy_v2,768,768,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",alteracoes_ao_codigo_de_processo_penal_e_medidas_penais,Alterações ao Código de Processo Penal e medidas penais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.9417082246832627,86,0.9417082246832627,True
taxonomy_v2,769,769,XVII,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",alteracoes_gerais_ao_codigo_do_irs,Alterações gerais ao Código do IRS,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,95,1.0,True
taxonomy_v2,770,770,XVII,financas_publicas_fiscalidade_e_regulacao_financeira,"Finanças Públicas, Fiscalidade e Regulação Financeira",reforma_fiscal_e_tributacao_de_empresas,Reforma fiscal e tributação de empresas,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.9408840265244601,96,0.9408840265244601,True
taxonomy_v2,771,4542,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",comunidades_de_energia_renovavel_e_pobreza_energetica,Comunidades de Energia Renovável e Pobreza Energética,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,61,1.0,True
taxonomy_v2,772,4322,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",alteracoes_ao_codigo_de_processo_penal_e_medidas_penais,Alterações ao Código de Processo Penal e medidas penais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,86,1.0,True
taxonomy_v2,773,773,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",doencas_cronicas_e_comparticipacao_de_tratamentos,Doenças crónicas e comparticipação de tratamentos,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,28,1.0,True
taxonomy_v2,774,774,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",mobilizacao_de_patrimonio_publico_para_habitacao,Mobilização de património público para habitação,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,101,1.0,True
taxonomy_v2,775,775,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5797910968146361,45,0.5797910968146361,True
taxonomy_v2,776,776,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",credito_a_habitacao_e_taxas_de_juro,Crédito à habitação e taxas de juro,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5267171450811817,88,0.5267171450811817,True
taxonomy_v2,777,4326,XVII,transportes_e_mobilidade,Transportes e Mobilidade,requalificacao_e_melhorias_do_itinerario_complementar_8_ic8,Requalificação e melhorias do Itinerário Complementar 8 (IC8),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,43,1.0,True
taxonomy_v2,778,778,XVII,transportes_e_mobilidade,Transportes e Mobilidade,subsidio_social_de_mobilidade_e_transporte_regional,Subsídio Social de Mobilidade e Transporte Regional,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,58,1.0,True
taxonomy_v2,779,4217,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,carreiras_e_valorizacao_dos_assistentes_escolares,Carreiras e valorização dos assistentes escolares,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,20,1.0,True
taxonomy_v2,780,4327,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",prevencao_e_recuperacao_ambiental_do_parque_natural_da_serra_da_estrela,Prevenção e recuperação ambiental do Parque Natural da Serra da Estrela,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.7457996096359145,75,0.7457996096359145,True
taxonomy_v2,781,781,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5797910968146361,45,0.5797910968146361,True
taxonomy_v2,782,782,XVII,transportes_e_mobilidade,Transportes e Mobilidade,subsidio_social_de_mobilidade_e_transporte_regional,Subsídio Social de Mobilidade e Transporte Regional,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,58,1.0,True
taxonomy_v2,783,783,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5797910968146361,45,0.5797910968146361,True
taxonomy_v2,784,784,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",acesso_e_gestao_de_medicamentos_e_farmacias,Acesso e gestão de medicamentos e farmácias,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.9080712398318072,27,0.9080712398318072,True
taxonomy_v2,785,785,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,educacao_inclusiva_e_apoio_a_alunos_com_necessidades_especiais,Educação inclusiva e apoio a alunos com necessidades especiais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,29,1.0,True
taxonomy_v2,786,786,XVII,educacao_e_inclusao_social,Educação e Inclusão Social,educacao_inclusiva_e_apoio_a_alunos_com_necessidades_especiais,Educação inclusiva e apoio a alunos com necessidades especiais,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,29,1.0,True
taxonomy_v2,787,4549,XVII,justica_penal_seguranca_e_protecao_de_vitimas,"Justiça Penal, Segurança e Proteção de Vítimas",combate_a_violencia_domestica_e_discriminacao,Combate à violência doméstica e discriminação,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.41969504906803945,23,0.41969504906803945,True
taxonomy_v2,788,788,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.5675157185907442,45,0.5675157185907442,True
taxonomy_v2,789,789,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",prevencao_e_recuperacao_ambiental_do_parque_natural_da_serra_da_estrela,Prevenção e recuperação ambiental do Parque Natural da Serra da Estrela,noise_centroid_auto_assignment,auto_assigned,0.830205500125885,-1,0.0,True
taxonomy_v2,790,790,XVII,habitacao_urbanismo_e_financiamento,"Habitação, Urbanismo e Financiamento",credito_a_habitacao_e_taxas_de_juro,Crédito à habitação e taxas de juro,noise_centroid_auto_assignment,auto_assigned,0.8037775158882141,-1,0.0,True
taxonomy_v2,791,791,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",apoio_a_agricultores_e_recuperacao_pos_tempestades,Apoio a Agricultores e Recuperação Pós-Tempestades,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.3159414217075802,70,0.3159414217075802,True
taxonomy_v2,792,792,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",condicoes_laborais_e_valorizacao_da_carreira_de_enfermagem,Condições laborais e valorização da carreira de enfermagem,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,1.0,30,1.0,True
taxonomy_v2,793,793,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",gestao_e_reforco_do_servico_nacional_de_saude_sns,Gestão e reforço do Serviço Nacional de Saúde (SNS),noise_centroid_auto_assignment,auto_assigned,0.8582519888877869,-1,0.0,True
taxonomy_v2,794,4422,XVII,ambiente_energia_e_agricultura_sustentavel,"Ambiente, Energia e Agricultura Sustentável",biodiversidade_especies_e_patrimonio_natural,"Biodiversidade, espécies e património natural",taxonomy_manual_final_pass,manual_reviewed_assigned,0.7131434679031372,-1,0.0,True
taxonomy_v2,795,795,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",pensoes_complementos_e_sustentabilidade_do_sistema_publico,"Pensões, complementos e sustentabilidade do sistema público",noise_microcluster_manual_reviewed,manual_reviewed_assigned,0.7566450834274292,-1,0.0,True
taxonomy_v2,796,796,XVII,saude_publica_cuidados_e_politicas_sociais,"Saúde Pública, Cuidados e Políticas Sociais",direitos_e_protecao_na_gravidez_e_parto,Direitos e proteção na gravidez e parto,hdbscan_cluster_human_reviewed_taxonomy,accepted_cluster,0.9025352587611744,40,0.9025352587611744,True
