taxonomy_version,level,slug,label,parent_slug,description,display_order,source_cluster_ids
taxonomy_v2,subtopic,reprivatizacao_da_tap_e_gestao_aeroportuaria,Reprivatização da TAP e Gestão Aeroportuária,transportes_e_mobilidade,"Propostas relacionadas com a reprivatização da TAP, defesa do interesse público, proteção dos trabalhadores e planeamento aeroportuário.",,62
taxonomy_v2,subtopic,requalificacao_e_melhorias_do_itinerario_complementar_8_ic8,Requalificação e melhorias do Itinerário Complementar 8 (IC8),transportes_e_mobilidade,"Propostas que recomendam a requalificação urgente e melhorias no IC8, uma via rodoviária que liga o litoral ao interior do país.",,43
taxonomy_v2,subtopic,subsidio_social_de_mobilidade_e_transporte_regional,Subsídio Social de Mobilidade e Transporte Regional,transportes_e_mobilidade,Propostas que recomendam a operacionalização e revisão do Subsídio Social de Mobilidade para residentes em regiões autónomas e melhoria do transporte aéreo e marítimo.,,58
taxonomy_v2,subtopic,controlo_de_precos_e_bens_essenciais,Controlo de preços e bens essenciais,financas_publicas_fiscalidade_e_regulacao_financeira,"Propostas sobre monitorização, controlo ou regulação de preços de bens essenciais, incluindo cabazes alimentares e práticas especulativas.",13,manual_noise_review
taxonomy_v2,subtopic,organizacao_escolar_e_dimensao_das_turmas,Organização escolar e dimensão das turmas,educacao_e_inclusao_social,"Propostas sobre dimensão das turmas, organização escolar, ensino artístico especializado e funcionamento dos estabelecimentos de ensino.",14,manual_noise_review
taxonomy_v2,subtopic,direitos_do_consumidor_e_contratacao_de_bens_e_servicos,Direitos do consumidor e contratação de bens e serviços,governanca_justica_e_administracao_publica,"Propostas sobre direitos dos consumidores na compra e venda de bens, serviços e conteúdos digitais, incluindo regras gerais de contratação.",15,manual_noise_review
taxonomy_v2,subtopic,protecao_do_consumidor_financeiro_e_servicos_a_distancia,Proteção do consumidor financeiro e serviços à distância,financas_publicas_fiscalidade_e_regulacao_financeira,"Propostas sobre transparência, contratação à distância e proteção dos consumidores no acesso a serviços financeiros.",16,manual_noise_review
taxonomy_v2,subtopic,servicos_publicos_comunicacoes_e_servico_postal_universal,"Serviços públicos, comunicações e serviço postal universal",governanca_justica_e_administracao_publica,"Propostas sobre comunicações eletrónicas, CTT, serviço postal universal, privatizações e salvaguarda de serviços públicos estratégicos.",17,manual_noise_review
taxonomy_v2,subtopic,assuntos_europeus_e_escrutinio_parlamentar,Assuntos europeus e escrutínio parlamentar,politica_externa_e_relacoes_internacionais,"Propostas sobre acompanhamento parlamentar da participação portuguesa na União Europeia, transposição de diretivas, posições em Conselhos Europeus e escrutínio de assuntos europeus.",18,manual_final_review
taxonomy_v2,subtopic,comunicacao_social_direitos_digitais_e_desinformacao,"Comunicação social, direitos digitais e desinformação",governanca_justica_e_administracao_publica,"Propostas sobre comunicação social, liberdade de expressão online, direitos digitais, desinformação e sustentabilidade de órgãos de comunicação social.",19,manual_final_review
taxonomy_v2,subtopic,comunidades_portuguesas_no_estrangeiro_e_participacao_civica,Comunidades portuguesas no estrangeiro e participação cívica,governanca_justica_e_administracao_publica,"Propostas sobre serviços consulares, participação eleitoral, associativismo e representação cívica das comunidades portuguesas residentes no estrangeiro.",20,manual_final_review
taxonomy_v2,subtopic,participacao_cidada_e_iniciativa_legislativa,Participação cidadã e iniciativa legislativa,governanca_justica_e_administracao_publica,"Propostas sobre mecanismos de participação cívica, iniciativa legislativa de cidadãos e aprofundamento da participação democrática.",21,manual_final_review
taxonomy_v2,subtopic,gestao_publica_transparencia_e_avaliacao_de_entidades,"Gestão pública, transparência e avaliação de entidades",governanca_justica_e_administracao_publica,"Propostas sobre avaliação, transparência, racionalização e informação pública relativa a entidades, observatórios e recursos humanos da administração pública.",22,manual_final_review
taxonomy_v2,subtopic,simplificacao_administrativa_licenciamentos_e_obrigacoes_formais,"Simplificação administrativa, licenciamentos e obrigações formais",governanca_justica_e_administracao_publica,"Propostas sobre simplificação de licenciamentos, comunicações prévias, obrigações formais e regimes administrativos aplicáveis a atividades económicas ou serviços.",23,manual_final_review
taxonomy_v2,subtopic,economia_social_cooperativas_e_setor_solidario,"Economia social, cooperativas e setor solidário",governanca_justica_e_administracao_publica,"Propostas sobre economia social, cooperativas, mutualidades, fundações, misericórdias e entidades do setor social e solidário.",24,manual_final_review
taxonomy_v2,subtopic,biodiversidade_especies_e_patrimonio_natural,"Biodiversidade, espécies e património natural",ambiente_energia_e_agricultura_sustentavel,"Propostas sobre conservação de espécies, raças autóctones, biodiversidade, recursos genéticos, património natural e critérios ambientais em acordos comerciais.",25,manual_final_review
taxonomy_v2,subtopic,residuos_biorresiduos_e_economia_circular,"Resíduos, biorresíduos e economia circular",ambiente_energia_e_agricultura_sustentavel,"Propostas sobre recolha seletiva, tratamento de resíduos e biorresíduos, cumprimento de metas ambientais e transição para economia circular.",26,manual_final_review
taxonomy_v2,subtopic,infraestruturas_agricolas_pecuarias_e_pesca,"Infraestruturas agrícolas, pecuárias e pesca",ambiente_energia_e_agricultura_sustentavel,"Propostas sobre infraestruturas de apoio à produção agrícola, pecuária e pesqueira, incluindo matadouros regionais e condições setoriais.",27,manual_final_review
taxonomy_v2,subtopic,areas_protegidas_e_informacao_ambiental,Áreas protegidas e informação ambiental,ambiente_energia_e_agricultura_sustentavel,"Propostas sobre acesso, taxas, visitação e informação pública relativa a áreas protegidas, classificadas ou património ambiental.",28,manual_final_review
taxonomy_v2,subtopic,qualidade_ambiental_em_edificios_e_prevencao_sanitaria,Qualidade ambiental em edifícios e prevenção sanitária,saude_publica_cuidados_e_politicas_sociais,"Propostas sobre qualidade do ar interior, água, biofilmes, legionella e riscos ambientais com impacto na saúde pública.",29,manual_final_review
taxonomy_v2,subtopic,vacinacao_e_prevencao_da_doenca,Vacinação e prevenção da doença,saude_publica_cuidados_e_politicas_sociais,"Propostas sobre planos de vacinação, prevenção da doença, imunização de adultos e medidas preventivas de saúde pública.",30,manual_final_review
taxonomy_v2,subtopic,desporto_atividade_fisica_e_saude_publica,"Desporto, atividade física e saúde pública",saude_publica_cuidados_e_politicas_sociais,"Propostas sobre prática desportiva, retoma de competições, atividade física e impactos de saúde pública no desporto.",31,manual_final_review
taxonomy_v2,subtopic,armas_municoes_e_dispositivos_de_airsoft,"Armas, munições e dispositivos de airsoft",justica_penal_seguranca_e_protecao_de_vitimas,"Propostas sobre regime jurídico das armas, munições, entrega voluntária de armas, cofres de segurança e dispositivos de airsoft.",32,manual_final_review
taxonomy_v2,subtopic,seguranca_e_comunicacoes_em_estabelecimentos_prisionais,Segurança e comunicações em estabelecimentos prisionais,justica_penal_seguranca_e_protecao_de_vitimas,"Propostas sobre segurança prisional, utilização de telemóveis, inibidores de sinal e comunicações em estabelecimentos prisionais.",33,manual_final_review
taxonomy_v2,subtopic,apoio_a_vitimas_de_acidentes_e_desaparecimentos,Apoio a vítimas de acidentes e desaparecimentos,justica_penal_seguranca_e_protecao_de_vitimas,"Propostas sobre indemnizações, prestações sociais, desaparecimentos e apoio a vítimas ou familiares após acidentes e sinistros graves.",34,manual_final_review
taxonomy_v2,subtopic,regulacao_de_profissoes_e_qualificacoes_profissionais,Regulação de profissões e qualificações profissionais,trabalho_direitos_laborais_e_recursos_humanos,"Propostas sobre acesso e exercício de profissões, qualificações profissionais, certificações, reconhecimento profissional e regimes profissionais específicos.",35,manual_final_review
taxonomy_v2,subtopic,politicas_de_emprego_e_compensacao_salarial,Políticas de emprego e compensação salarial,trabalho_direitos_laborais_e_recursos_humanos,"Propostas sobre emprego público, combate ao desemprego, garantia de emprego, compensações salariais e apoios laborais setoriais.",36,manual_final_review
taxonomy_v2,subtopic,financas_regionais_e_autonomias,Finanças regionais e autonomias,financas_publicas_fiscalidade_e_regulacao_financeira,"Propostas sobre enquadramento orçamental, assistência financeira, taxas regionais e finanças públicas das regiões autónomas.",37,manual_final_review
taxonomy_v2,subtopic,beneficios_fiscais_e_regimes_fiscais_setoriais,Benefícios fiscais e regimes fiscais setoriais,financas_publicas_fiscalidade_e_regulacao_financeira,"Propostas sobre benefícios fiscais, isenções, regimes fiscais excecionais e medidas tributárias aplicadas a setores ou eventos específicos.",38,manual_final_review
taxonomy_v2,subtopic,concorrencia_e_regulacao_economica,Concorrência e regulação económica,financas_publicas_fiscalidade_e_regulacao_financeira,"Propostas sobre defesa da concorrência, prescrição de processos concorrenciais, regulação económica e práticas de mercado.",39,manual_final_review
taxonomy_v2,subtopic,mobilidade_ciclavel_e_modos_suaves,Mobilidade ciclável e modos suaves,transportes_e_mobilidade,"Propostas sobre ciclovias, bicicleta, mobilidade suave, redes cicláveis e promoção de modos ativos de transporte.",40,manual_final_review
taxonomy_v2,subtopic,navegacao_interior_e_transporte_fluvial,Navegação interior e transporte fluvial,transportes_e_mobilidade,"Propostas sobre navegação interior, transporte fluvial, embarcações e regimes profissionais ou administrativos associados a vias navegáveis interiores.",41,manual_final_review
taxonomy_v2,subtopic,associativismo_juvenil_e_participacao_civica_dos_jovens,Associativismo juvenil e participação cívica dos jovens,educacao_e_inclusao_social,"Propostas sobre organizações juvenis, conselhos municipais de juventude, Conselho Nacional de Juventude e participação cívica dos jovens.",42,manual_final_review
